account_id,amount,location,transaction_type,time_of_day,distance_from_home,is_fraud
166,1029.98,Bangalore,POS,23,16.24,0
105,6556.33,Delhi,POS,19,29.09,0
560,889.89,Bangalore,POS,20,15.01,0
437,1500.44,Mumbai,POS,13,91.84,0
869,1460.1,Hyderabad,POS,16,9.01,0
347,563.06,Bangalore,POS,6,64.95,0
720,7889.51,Bangalore,ATM,9,32.53,0
717,2258.32,Bangalore,Online,18,11.84,0
827,5162.92,Chennai,ATM,6,47.26,0
148,2412.5,Mumbai,Online,13,31.42,0
336,144.39,Chennai,ATM,17,9.22,0
344,776.93,Bangalore,Online,14,61.08,0
154,873.72,Hyderabad,POS,11,114.13,0
585,3302.59,Hyderabad,ATM,20,53.78,0
978,1624.36,Hyderabad,POS,14,22.58,0
639,4593.15,Delhi,POS,6,89.97,0
130,4119.43,Chennai,ATM,7,36.66,0
709,2506.21,Hyderabad,ATM,14,59.1,0
299,559.15,Delhi,POS,16,52.09,0
625,1163.66,Chennai,POS,8,116.59,0
463,1328.68,Hyderabad,ATM,7,2.91,0
452,2416.69,Mumbai,Online,23,46.43,0
400,3922.82,Hyderabad,POS,11,22.94,0
631,5596.59,Bangalore,Online,8,65.95,0
680,35002.0,Bangalore,POS,5,31.0,1
639,3523.75,Bangalore,POS,21,41.33,0
158,1728.69,Mumbai,ATM,22,65.14,0
506,46079.0,Hyderabad,Online,10,386.0,1
191,247.83,Mumbai,ATM,7,23.08,0
905,4270.26,Delhi,ATM,18,20.73,0
340,579.05,Hyderabad,Online,6,20.58,0
172,5365.9,Hyderabad,Online,16,10.65,0
275,1472.25,Hyderabad,ATM,20,4.5,0
201,5886.18,Hyderabad,ATM,11,27.46,0
650,53455.0,Delhi,ATM,23,294.0,1
851,5956.52,Mumbai,POS,9,20.52,0
169,1528.74,Delhi,Online,23,135.05,0
740,20829.0,Mumbai,POS,3,24.0,1
969,1176.92,Mumbai,ATM,22,7.68,0
703,1707.29,Mumbai,POS,9,57.62,0
401,7077.57,Chennai,POS,21,93.5,0
980,5681.85,Hyderabad,ATM,6,0.12,0
775,914.28,Delhi,ATM,13,73.56,1
314,8117.62,Chennai,POS,22,33.45,0
77,40768.0,Mumbai,Online,15,403.0,1
854,534.13,Hyderabad,Online,14,76.4,0
89,928.29,Mumbai,ATM,15,30.33,0
301,1492.11,Delhi,ATM,12,41.93,0
747,1819.28,Hyderabad,Online,19,62.55,0
867,32803.0,Bangalore,ATM,13,454.0,1
983,2236.73,Mumbai,POS,9,62.44,0
789,1922.35,Chennai,ATM,11,48.76,0
631,1146.59,Chennai,POS,22,8.69,0
62,136.47,Mumbai,ATM,6,47.35,0
133,2104.47,Hyderabad,POS,23,44.5,0
357,5273.13,Mumbai,ATM,23,44.58,0
829,2829.36,Bangalore,Online,16,39.91,0
598,2001.64,Bangalore,POS,20,16.65,0
884,977.81,Bangalore,POS,16,8.73,0
759,949.78,Delhi,POS,16,87.87,0
433,38352.0,Mumbai,POS,5,18.0,1
981,14.43,Chennai,Online,19,19.67,0
27,2054.53,Chennai,Online,7,10.78,0
315,7710.81,Mumbai,POS,13,61.15,0
243,6940.62,Chennai,ATM,16,29.56,0
6,5512.53,Bangalore,Online,22,26.2,0
649,76.98,Mumbai,POS,9,126.96,0
292,5568.44,Hyderabad,POS,18,87.02,0
635,19720.0,Mumbai,ATM,4,44.0,1
653,350.47,Delhi,POS,19,2.7,0
7,271.59,Hyderabad,POS,11,29.13,0
295,5384.8,Chennai,POS,12,77.14,0
178,3238.32,Chennai,POS,10,3.83,0
65,2350.18,Hyderabad,Online,6,32.95,0
640,1445.39,Bangalore,POS,6,4.82,0
533,1368.37,Delhi,ATM,11,58.52,0
567,3266.28,Chennai,POS,11,21.03,0
414,1822.86,Chennai,POS,20,8.93,0
186,4706.01,Bangalore,ATM,16,11.88,0
997,3988.59,Delhi,ATM,10,98.33,0
884,5125.82,Chennai,ATM,10,14.66,0
524,477.03,Bangalore,ATM,23,117.68,0
105,1504.85,Hyderabad,Online,20,6.3,0
661,3181.1,Chennai,ATM,12,2.3,0
807,1048.84,Mumbai,POS,11,78.97,0
949,829.9,Mumbai,Online,10,33.83,0
581,49280.0,Chennai,POS,5,355.0,1
335,7157.72,Hyderabad,Online,15,5.12,0
564,2993.43,Mumbai,ATM,17,57.62,0
251,442.68,Hyderabad,Online,16,28.34,0
316,231.47,Chennai,ATM,20,53.24,0
904,2464.21,Mumbai,ATM,15,24.92,0
21,357.8,Delhi,ATM,21,45.35,0
743,8264.14,Bangalore,POS,20,40.4,1
585,990.72,Chennai,Online,7,21.58,0
683,39895.0,Chennai,Online,5,31.0,1
917,4369.22,Mumbai,POS,23,17.98,0
532,6509.09,Mumbai,Online,9,77.96,0
374,4291.52,Chennai,POS,12,77.15,0
905,187.29,Hyderabad,ATM,20,88.41,0
519,6353.39,Bangalore,ATM,12,56.93,0
740,1481.66,Delhi,POS,22,14.15,0
243,1617.22,Bangalore,Online,7,66.41,0
285,37709.0,Hyderabad,POS,2,415.0,1
472,637.53,Mumbai,Online,8,30.29,0
153,5040.82,Mumbai,POS,17,7.78,0
95,6145.4,Bangalore,ATM,22,23.58,0
627,1845.66,Chennai,POS,19,36.12,0
85,2032.09,Hyderabad,ATM,8,63.93,0
118,547.1,Chennai,POS,10,61.81,0
119,4091.77,Chennai,POS,20,45.83,0
771,3200.79,Chennai,Online,8,76.69,0
392,9502.25,Mumbai,Online,7,12.3,0
739,86.66,Mumbai,POS,16,151.22,0
948,1966.91,Bangalore,Online,12,11.01,0
765,2548.87,Chennai,ATM,12,77.26,0
346,3089.22,Chennai,POS,11,14.93,0
898,863.55,Delhi,POS,9,7.09,0
804,1030.78,Chennai,Online,15,12.39,0
572,317.41,Hyderabad,Online,16,64.7,0
591,5775.44,Mumbai,Online,15,14.88,0
18,1814.41,Hyderabad,Online,17,1.59,0
359,2215.11,Chennai,POS,6,77.32,0
220,3004.94,Hyderabad,POS,17,42.36,0
712,7143.09,Chennai,Online,13,36.2,0
122,810.3,Mumbai,ATM,17,27.26,0
553,1695.1,Delhi,Online,12,40.64,0
266,41117.0,Delhi,ATM,0,72.0,1
433,1933.52,Hyderabad,Online,21,0.86,0
507,2185.11,Mumbai,POS,7,20.19,0
739,28965.0,Bangalore,Online,5,1.0,1
881,980.38,Chennai,ATM,16,94.29,0
885,4931.18,Chennai,Online,15,24.94,0
61,330.37,Hyderabad,ATM,18,104.94,0
578,50793.0,Delhi,ATM,11,216.0,1
380,2271.05,Delhi,ATM,15,41.81,0
177,30714.0,Delhi,ATM,1,8.0,1
114,4580.21,Chennai,Online,22,29.9,0
213,3193.74,Bangalore,POS,13,11.29,0
409,3361.49,Chennai,ATM,11,3.09,0
44,3677.82,Hyderabad,Online,17,85.25,0
152,708.38,Chennai,ATM,7,96.11,0
201,311.2,Bangalore,ATM,9,20.19,0
474,666.12,Delhi,Online,7,50.74,0
295,4634.84,Hyderabad,ATM,21,1.53,0
821,2417.58,Chennai,POS,12,7.37,0
579,1575.36,Delhi,POS,22,12.15,0
458,5078.52,Bangalore,POS,14,0.48,0
210,287.75,Chennai,ATM,12,4.06,0
823,3748.04,Mumbai,POS,18,80.6,0
830,23330.0,Bangalore,Online,4,25.0,1
600,125.57,Mumbai,Online,21,14.95,0
59,28592.0,Delhi,ATM,4,6.0,1
26,3025.07,Chennai,Online,20,39.63,0
683,2071.25,Delhi,Online,6,63.28,0
269,3317.15,Hyderabad,POS,8,28.34,0
577,858.38,Delhi,POS,6,20.11,0
684,35376.0,Chennai,ATM,5,450.0,1
514,1956.32,Hyderabad,ATM,21,38.82,0
405,1874.24,Hyderabad,ATM,13,51.66,0
204,6182.92,Bangalore,POS,9,57.8,0
392,1422.64,Delhi,Online,19,42.11,0
979,3721.26,Mumbai,ATM,15,6.57,0
497,454.0,Delhi,Online,13,52.66,0
781,2098.29,Mumbai,Online,22,35.83,0
610,953.98,Hyderabad,Online,20,60.24,0
69,2331.62,Delhi,Online,19,5.94,0
979,3889.3,Chennai,Online,20,6.0,0
472,2625.23,Hyderabad,Online,9,71.17,0
57,7675.31,Chennai,POS,14,1.79,0
954,38742.0,Delhi,POS,7,189.0,1
630,4102.76,Hyderabad,POS,20,31.8,0
919,2934.03,Bangalore,Online,23,55.14,0
602,52653.0,Delhi,Online,0,417.0,1
951,3366.2,Delhi,ATM,23,7.8,0
777,2097.57,Delhi,POS,22,44.9,0
239,1707.62,Bangalore,POS,17,24.22,0
12,3381.97,Chennai,Online,14,114.91,0
429,1595.75,Bangalore,POS,8,39.56,0
185,1689.09,Bangalore,POS,8,107.11,0
413,3251.67,Chennai,Online,22,14.73,0
691,2886.63,Delhi,Online,19,115.33,0
517,2902.39,Bangalore,POS,21,16.97,0
52,1155.49,Hyderabad,ATM,13,4.69,0
265,44037.0,Delhi,ATM,3,358.0,1
922,11304.9,Mumbai,Online,21,2.91,0
916,3540.37,Hyderabad,POS,13,22.47,0
387,2895.7,Bangalore,POS,18,1.91,0
656,778.44,Hyderabad,ATM,15,100.94,0
386,5541.55,Mumbai,POS,14,16.84,0
440,4922.64,Bangalore,POS,15,8.05,0
455,10119.08,Hyderabad,ATM,9,1.53,0
164,34005.0,Bangalore,ATM,2,40.0,1
129,5319.65,Hyderabad,Online,14,82.1,0
546,2666.89,Mumbai,POS,7,32.09,0
141,30713.0,Hyderabad,ATM,2,48.0,1
70,5315.94,Hyderabad,Online,8,44.21,0
220,44218.0,Mumbai,ATM,23,479.0,1
615,454.27,Mumbai,Online,19,18.81,0
219,1759.46,Bangalore,Online,16,3.26,0
255,2111.16,Delhi,ATM,23,23.43,0
411,1354.47,Chennai,Online,17,69.85,0
286,219.32,Bangalore,Online,14,73.72,0
100,1682.93,Chennai,Online,15,11.72,0
807,2491.77,Bangalore,Online,21,78.11,0
496,1300.65,Chennai,POS,10,4.02,0
609,1319.55,Hyderabad,POS,7,51.03,0
980,38130.0,Mumbai,Online,17,368.0,1
454,2562.93,Hyderabad,Online,13,11.0,0
638,3724.02,Bangalore,POS,18,82.22,0
560,1693.04,Hyderabad,POS,13,19.56,0
596,3085.03,Hyderabad,POS,20,49.83,0
519,2490.53,Delhi,POS,8,96.2,0
603,4172.99,Delhi,POS,7,17.26,0
629,10791.81,Hyderabad,POS,11,39.72,0
704,774.35,Delhi,Online,18,18.27,0
46,2739.4,Chennai,ATM,8,13.51,0
746,3847.0,Hyderabad,POS,23,38.93,0
213,2154.78,Mumbai,ATM,10,79.91,0
594,4680.72,Delhi,POS,7,15.9,0
8,1107.06,Hyderabad,POS,15,21.57,0
306,5740.22,Hyderabad,ATM,11,71.4,0
943,1005.59,Bangalore,POS,14,79.7,0
759,309.88,Hyderabad,ATM,19,19.99,0
52,38.6,Bangalore,ATM,11,24.89,0
810,28880.0,Bangalore,ATM,3,31.0,1
30,49.61,Delhi,ATM,13,9.33,0
519,103.38,Chennai,ATM,10,20.42,0
802,3091.11,Bangalore,ATM,10,35.53,0
189,5823.2,Delhi,POS,15,39.0,0
407,2863.4,Hyderabad,POS,17,29.04,0
55,462.22,Bangalore,Online,11,26.06,0
156,5221.01,Bangalore,ATM,21,79.62,0
486,4026.88,Mumbai,ATM,8,65.02,0
107,2446.33,Delhi,POS,9,93.61,0
933,44231.0,Delhi,POS,17,408.0,1
62,222.14,Hyderabad,Online,9,31.71,0
529,38296.0,Mumbai,Online,4,35.0,1
178,4808.16,Delhi,ATM,6,7.54,0
280,1326.84,Bangalore,ATM,11,45.77,0
436,2207.24,Chennai,Online,7,66.01,0
258,3362.89,Bangalore,ATM,13,60.34,0
714,2723.46,Bangalore,POS,7,64.08,0
359,41531.0,Delhi,POS,11,135.0,1
131,2122.63,Hyderabad,POS,13,64.59,0
900,1799.34,Delhi,Online,7,116.11,0
440,1554.1,Delhi,ATM,20,63.01,0
150,691.24,Chennai,Online,10,9.4,0
158,24354.0,Bangalore,POS,5,39.0,1
752,1481.6,Chennai,ATM,20,134.98,0
408,7024.04,Mumbai,POS,15,35.07,0
695,3527.21,Bangalore,Online,6,5.66,0
853,5782.86,Bangalore,POS,11,30.3,0
920,1305.23,Chennai,POS,23,34.68,0
868,4403.55,Bangalore,Online,7,83.67,0
732,3947.67,Chennai,ATM,13,44.95,0
559,5766.85,Mumbai,ATM,13,18.06,0
236,3942.37,Chennai,Online,9,14.1,0
733,3267.13,Bangalore,ATM,22,33.04,0
927,4027.17,Bangalore,ATM,11,18.33,0
261,23573.0,Chennai,POS,3,27.0,1
548,5552.97,Chennai,ATM,12,30.16,0
804,910.11,Chennai,POS,16,29.8,0
611,2318.75,Hyderabad,ATM,22,105.7,0
262,7030.33,Bangalore,POS,19,32.09,0
541,5691.1,Mumbai,POS,7,69.03,0
323,5743.7,Mumbai,ATM,9,121.57,0
461,1972.64,Delhi,ATM,13,48.57,0
92,2013.33,Hyderabad,POS,18,67.22,0
180,3488.65,Mumbai,POS,13,51.68,0
167,206.62,Mumbai,POS,9,68.3,0
116,54012.0,Delhi,ATM,15,15.0,1
161,42884.0,Delhi,POS,5,264.0,1
729,3010.29,Mumbai,Online,10,64.74,0
836,2419.79,Mumbai,Online,11,11.27,0
17,159.72,Hyderabad,ATM,20,50.48,0
118,3602.68,Chennai,POS,23,52.91,0
693,1640.59,Bangalore,Online,6,40.13,0
838,673.05,Delhi,ATM,8,112.69,0
940,447.64,Hyderabad,ATM,16,115.26,0
657,52722.0,Delhi,ATM,1,402.0,1
802,2114.66,Hyderabad,POS,10,58.78,0
317,6114.24,Hyderabad,ATM,9,16.3,0
204,4563.37,Chennai,ATM,18,71.19,0
4,3023.87,Delhi,ATM,18,19.61,0
77,4937.14,Chennai,ATM,19,10.04,0
685,4067.57,Delhi,Online,8,97.69,0
663,3350.95,Delhi,ATM,8,21.93,0
721,6969.93,Mumbai,ATM,6,41.15,0
555,2729.57,Bangalore,POS,14,34.32,0
481,1005.32,Hyderabad,Online,17,91.16,0
779,7984.11,Bangalore,POS,12,29.65,0
145,6781.21,Hyderabad,POS,18,18.46,0
622,401.34,Chennai,POS,13,12.05,0
572,3314.82,Hyderabad,Online,21,9.7,0
699,3623.3,Bangalore,POS,8,25.32,0
380,1004.92,Bangalore,Online,17,35.94,0
80,4600.58,Bangalore,Online,13,18.57,0
966,5467.94,Bangalore,POS,17,50.87,0
987,3413.85,Hyderabad,POS,11,48.51,0
310,36191.0,Delhi,Online,18,188.0,1
803,1352.24,Delhi,POS,16,21.55,0
121,836.18,Bangalore,ATM,8,17.4,0
142,1367.55,Bangalore,POS,11,51.86,0
99,1046.52,Hyderabad,Online,14,69.28,0
730,5430.2,Mumbai,ATM,14,31.85,0
145,1833.84,Bangalore,ATM,22,32.33,0
461,2608.83,Delhi,POS,17,64.71,0
136,3447.01,Hyderabad,ATM,15,33.07,0
854,8545.69,Delhi,ATM,22,19.72,0
866,1567.98,Mumbai,ATM,21,58.2,0
728,2758.35,Chennai,Online,18,29.96,0
722,9486.55,Bangalore,ATM,7,3.76,0
217,1056.72,Delhi,ATM,11,15.83,0
942,5224.55,Delhi,POS,14,65.33,1
92,3906.67,Hyderabad,Online,11,19.36,0
735,2911.77,Chennai,Online,19,11.24,0
965,15204.0,Chennai,ATM,4,4.0,1
657,3517.5,Chennai,Online,9,34.54,0
999,2290.48,Mumbai,ATM,9,13.47,0
673,4597.63,Mumbai,ATM,8,74.75,0
45,4470.7,Mumbai,ATM,7,50.87,0
140,4872.26,Chennai,ATM,8,70.92,0
608,8616.04,Chennai,Online,21,7.8,0
718,2338.71,Chennai,POS,15,10.82,0
336,2015.93,Mumbai,POS,10,86.64,0
535,2045.04,Hyderabad,POS,12,33.05,0
423,6141.54,Hyderabad,ATM,14,61.0,0
785,920.61,Chennai,POS,22,52.72,0
486,3033.65,Delhi,POS,8,85.01,0
790,2233.53,Chennai,Online,14,61.28,0
158,9936.04,Hyderabad,POS,18,39.9,0
188,2157.98,Delhi,Online,17,46.12,0
537,914.16,Mumbai,ATM,10,129.4,0
62,2550.21,Delhi,POS,19,3.65,0
440,517.07,Hyderabad,POS,13,64.86,0
258,4611.56,Hyderabad,POS,12,14.87,0
991,3739.35,Mumbai,ATM,15,65.43,0
142,2564.91,Delhi,ATM,7,32.64,0
455,37642.0,Delhi,ATM,12,184.0,1
361,7131.99,Bangalore,Online,12,28.54,0
747,1845.06,Hyderabad,Online,23,34.77,0
924,2019.71,Chennai,Online,21,76.83,0
317,6655.92,Hyderabad,Online,13,26.01,0
86,31630.0,Hyderabad,POS,4,6.0,1
337,5673.88,Bangalore,POS,18,16.7,0
720,1724.67,Chennai,ATM,17,6.65,0
323,1078.83,Delhi,POS,8,67.39,0
1,2802.76,Mumbai,Online,20,7.98,0
804,4246.08,Hyderabad,ATM,7,14.68,0
881,1521.89,Chennai,Online,16,33.56,0
220,2226.46,Mumbai,ATM,14,46.91,0
912,1440.02,Chennai,ATM,15,14.37,0
855,2709.13,Bangalore,POS,12,25.9,0
475,246.43,Chennai,ATM,17,21.53,0
936,1410.26,Chennai,Online,6,27.5,0
295,43085.0,Delhi,POS,9,395.0,1
707,696.06,Chennai,Online,14,63.14,0
961,9023.48,Mumbai,ATM,7,33.04,0
716,17110.0,Delhi,POS,1,34.0,1
97,47036.0,Delhi,Online,19,315.0,1
368,3612.62,Mumbai,ATM,16,26.34,0
371,5132.86,Chennai,Online,19,53.26,0
584,46106.0,Hyderabad,ATM,12,254.0,1
931,3451.76,Chennai,Online,23,33.65,0
450,1389.05,Chennai,POS,13,41.55,0
513,4477.05,Mumbai,POS,12,31.85,0
584,3665.89,Delhi,POS,17,7.2,0
22,1666.58,Bangalore,ATM,18,17.39,0
867,295.47,Delhi,Online,12,20.52,0
357,6601.0,Chennai,ATM,12,28.9,0
321,5525.43,Bangalore,Online,15,84.9,0
551,458.46,Hyderabad,Online,11,62.75,0
587,2915.88,Mumbai,Online,13,17.37,0
877,7615.81,Chennai,POS,7,11.74,0
659,416.6,Bangalore,POS,7,47.36,0
6,5279.71,Hyderabad,POS,19,18.56,0
249,2141.49,Chennai,Online,18,57.79,0
226,557.22,Hyderabad,Online,15,7.7,0
343,25947.0,Hyderabad,ATM,5,35.0,1
580,1960.29,Chennai,Online,19,44.17,0
405,3782.23,Mumbai,ATM,11,1.01,0
906,2200.95,Bangalore,ATM,17,8.59,0
80,2442.84,Bangalore,Online,10,22.88,1
456,7686.58,Delhi,Online,13,34.19,0
564,329.09,Mumbai,ATM,11,33.54,0
815,4183.78,Mumbai,Online,17,32.42,0
538,1534.39,Hyderabad,POS,21,35.9,0
703,2287.13,Chennai,ATM,9,68.23,0
516,2440.28,Hyderabad,ATM,16,53.58,0
84,1763.6,Delhi,POS,20,66.63,0
482,6748.31,Chennai,ATM,23,20.59,0
726,5417.84,Delhi,Online,21,2.3,0
828,1524.14,Mumbai,Online,23,31.92,0
624,55067.0,Delhi,Online,15,460.0,1
283,662.0,Delhi,Online,9,16.62,0
142,865.53,Bangalore,Online,6,56.02,0
565,3022.45,Delhi,POS,10,3.17,0
859,46708.0,Chennai,ATM,4,492.0,1
286,1538.93,Delhi,POS,12,50.51,0
947,6784.2,Hyderabad,POS,9,53.84,0
998,33916.0,Mumbai,POS,5,45.0,1
130,4902.47,Chennai,Online,7,5.27,0
52,3197.55,Mumbai,Online,10,107.65,0
450,1826.71,Mumbai,POS,9,27.44,0
736,3260.4,Mumbai,POS,8,68.36,0
908,1940.85,Delhi,ATM,12,73.93,1
845,5259.0,Hyderabad,Online,20,43.82,0
365,31.37,Hyderabad,Online,23,57.88,0
787,6147.84,Chennai,POS,11,2.53,0
92,2302.49,Chennai,ATM,15,13.83,0
623,1113.54,Mumbai,POS,22,7.91,0
967,353.22,Delhi,Online,23,44.86,0
69,8885.73,Bangalore,Online,10,103.37,0
821,1496.2,Chennai,ATM,21,89.11,0
58,811.6,Hyderabad,ATM,19,16.46,0
930,1820.18,Chennai,ATM,13,22.99,0
953,4961.56,Hyderabad,POS,18,16.29,0
62,580.35,Delhi,ATM,15,55.23,0
452,21433.0,Mumbai,POS,3,38.0,1
427,690.79,Delhi,POS,18,72.07,0
195,2046.67,Mumbai,ATM,10,49.83,0
855,1213.32,Delhi,Online,14,78.51,0
421,5607.9,Delhi,POS,23,8.39,0
273,1748.75,Chennai,POS,22,103.99,0
652,3572.27,Chennai,POS,21,6.39,0
609,39214.0,Delhi,ATM,23,318.0,1
246,2288.05,Chennai,POS,18,29.69,0
206,4497.97,Mumbai,Online,15,21.58,0
998,36846.0,Hyderabad,Online,1,23.0,1
267,47594.0,Chennai,POS,2,311.0,1
869,2883.61,Bangalore,ATM,6,8.18,0
737,1457.9,Bangalore,POS,18,114.39,0
578,1344.66,Bangalore,ATM,20,58.47,0
730,115.79,Delhi,POS,16,12.63,0
370,27147.0,Delhi,ATM,5,30.0,1
746,277.85,Hyderabad,ATM,8,28.02,0
928,1360.43,Chennai,Online,16,36.96,0
23,6007.65,Chennai,POS,16,56.45,0
960,195.28,Delhi,POS,8,34.89,0
190,3622.24,Hyderabad,Online,16,42.12,0
381,3092.77,Bangalore,ATM,20,60.33,0
874,39850.0,Mumbai,Online,8,472.0,1
735,300.9,Chennai,ATM,11,7.89,0
956,9923.65,Chennai,POS,14,25.09,0
598,851.03,Mumbai,ATM,9,100.26,0
325,6179.29,Mumbai,POS,7,57.26,0
423,1020.32,Bangalore,Online,9,6.57,0
698,42503.0,Chennai,ATM,21,415.0,1
842,6259.24,Mumbai,Online,9,48.66,0
748,1536.49,Chennai,POS,14,25.41,0
215,208.84,Delhi,POS,11,16.98,0
928,2230.01,Bangalore,ATM,14,58.44,0
667,4911.53,Bangalore,Online,9,34.7,0
659,58174.0,Delhi,POS,0,354.0,1
350,922.96,Mumbai,Online,20,47.09,0
136,1734.09,Bangalore,POS,16,44.1,0
200,800.14,Chennai,ATM,7,14.23,0
48,58946.0,Delhi,Online,11,417.0,1
955,4740.65,Chennai,ATM,16,0.82,0
675,25829.0,Bangalore,POS,4,485.0,1
132,1637.6,Mumbai,ATM,20,12.84,0
969,2350.37,Bangalore,Online,15,19.29,0
588,4769.61,Chennai,Online,18,60.95,0
643,227.37,Bangalore,Online,7,20.81,0
203,1130.6,Delhi,ATM,10,44.94,0
401,6356.46,Chennai,POS,11,5.75,0
647,1285.71,Mumbai,ATM,10,83.34,0
990,3526.67,Mumbai,Online,10,31.81,0
656,1582.75,Bangalore,Online,12,43.94,0
618,797.41,Chennai,ATM,17,46.7,0
708,969.69,Mumbai,ATM,13,19.29,0
434,1345.2,Hyderabad,ATM,7,62.05,0
94,51044.0,Delhi,Online,1,261.0,1
510,4886.45,Chennai,POS,11,66.38,0
205,3852.03,Chennai,Online,21,58.92,0
406,441.59,Hyderabad,Online,23,52.85,0
648,38937.0,Delhi,POS,15,341.0,1
725,1804.66,Hyderabad,ATM,18,11.44,0
333,1454.71,Delhi,Online,10,70.61,0
994,41005.0,Delhi,Online,4,487.0,1
521,1728.76,Chennai,POS,15,40.39,0
158,5313.99,Hyderabad,Online,11,45.82,0
982,8984.1,Chennai,ATM,11,16.45,0
633,21916.0,Chennai,ATM,3,41.0,1
919,4881.91,Bangalore,Online,8,4.7,0
118,5710.22,Delhi,ATM,21,9.62,0
848,846.37,Bangalore,POS,16,75.3,0
573,46404.0,Mumbai,Online,10,393.0,1
74,535.31,Bangalore,Online,18,60.64,0
521,459.46,Bangalore,Online,21,40.95,0
396,6186.12,Delhi,ATM,7,15.56,0
258,5964.59,Mumbai,POS,8,57.91,0
439,17359.0,Delhi,ATM,1,36.0,1
18,680.21,Chennai,POS,18,4.43,0
217,1666.32,Bangalore,POS,21,14.2,0
190,4082.73,Chennai,Online,6,12.24,0
446,36488.0,Delhi,POS,2,318.0,1
140,2427.09,Chennai,Online,15,7.74,0
207,787.67,Bangalore,POS,18,4.32,0
581,1579.02,Bangalore,Online,22,1.75,0
76,2105.28,Bangalore,ATM,13,13.78,0
617,29320.0,Bangalore,POS,20,362.0,1
472,54899.0,Delhi,POS,16,273.0,1
558,713.11,Mumbai,POS,12,73.64,0
702,1518.44,Delhi,Online,9,26.05,0
646,10349.89,Delhi,ATM,12,41.9,0
525,2071.26,Hyderabad,POS,16,46.72,0
128,4241.36,Mumbai,Online,8,1.76,0
25,8447.47,Bangalore,ATM,14,67.25,0
577,3955.89,Delhi,ATM,6,64.96,0
2,4705.08,Hyderabad,ATM,18,66.24,0
558,472.23,Bangalore,ATM,18,44.16,0
459,6180.77,Delhi,Online,19,99.37,0
395,1270.99,Bangalore,POS,7,105.07,0
339,472.64,Bangalore,Online,17,11.34,0
226,1233.18,Chennai,POS,18,0.61,0
579,5366.68,Mumbai,ATM,20,73.72,0
904,1494.98,Delhi,Online,18,64.92,0
211,3082.98,Delhi,POS,20,13.23,0
184,4729.63,Chennai,Online,22,13.61,0
424,8183.43,Bangalore,ATM,13,61.92,0
874,464.49,Delhi,POS,23,3.67,0
782,3328.36,Bangalore,ATM,15,73.4,0
446,1936.8,Delhi,ATM,15,61.11,0
315,4537.54,Chennai,ATM,9,47.75,0
951,3835.58,Mumbai,POS,13,9.81,0
968,2780.43,Delhi,POS,20,23.23,0
589,718.43,Bangalore,ATM,6,50.46,0
693,2360.49,Hyderabad,Online,10,54.28,0
608,4650.2,Bangalore,Online,21,61.69,0
224,53471.0,Delhi,POS,20,394.0,1
957,3000.34,Mumbai,Online,9,30.7,0
916,912.97,Bangalore,Online,7,35.21,0
118,3574.35,Chennai,ATM,16,76.85,0
873,1763.24,Mumbai,ATM,19,25.32,0
484,696.79,Mumbai,Online,7,19.1,0
44,3328.46,Hyderabad,ATM,15,5.08,0
66,3421.25,Hyderabad,Online,7,26.57,0
145,3103.68,Delhi,Online,10,24.01,0
209,1863.16,Bangalore,ATM,18,83.79,0
542,3484.34,Bangalore,Online,16,1.45,0
644,1421.1,Bangalore,Online,23,31.09,0
995,5917.77,Hyderabad,POS,12,16.88,0
268,358.24,Hyderabad,ATM,12,35.48,0
336,453.19,Mumbai,Online,8,85.04,0
556,6068.4,Chennai,Online,15,13.33,0
196,123.99,Mumbai,POS,10,120.91,0
255,2454.74,Bangalore,ATM,11,56.97,0
213,2415.57,Chennai,ATM,13,6.31,0
732,2046.01,Hyderabad,POS,18,4.06,0
554,3526.01,Chennai,POS,16,36.39,0
919,3709.01,Delhi,ATM,7,3.59,0
825,2160.02,Bangalore,ATM,15,55.09,0
270,4362.44,Chennai,ATM,12,34.9,0
60,308.14,Hyderabad,ATM,7,13.06,0
835,4768.38,Delhi,ATM,18,26.8,0
460,1191.47,Mumbai,Online,12,58.51,0
157,1305.23,Mumbai,Online,10,20.96,0
339,2529.58,Chennai,Online,12,40.21,0
236,1555.95,Mumbai,ATM,19,59.8,0
70,104.79,Chennai,POS,19,16.21,0
374,39337.0,Mumbai,ATM,13,469.0,1
356,867.71,Delhi,Online,7,53.47,0
658,1505.1,Chennai,Online,11,39.96,0
753,1633.28,Delhi,ATM,11,50.46,0
222,559.16,Mumbai,Online,10,14.15,0
470,3602.05,Hyderabad,POS,6,23.17,0
735,2122.72,Mumbai,POS,10,5.73,0
903,2398.1,Bangalore,POS,19,109.04,0
266,3499.05,Hyderabad,ATM,9,40.8,0
488,5121.54,Bangalore,ATM,14,35.52,0
638,1277.91,Hyderabad,Online,14,24.74,0
369,4089.65,Mumbai,POS,20,91.38,0
694,668.12,Mumbai,ATM,22,6.63,0
66,4119.42,Delhi,POS,7,134.92,0
599,1325.98,Delhi,ATM,18,60.35,0
289,3216.8,Hyderabad,POS,10,76.05,0
498,2334.04,Mumbai,ATM,8,35.33,0
103,4883.98,Chennai,Online,9,43.18,0
990,1088.24,Mumbai,POS,17,29.07,0
567,5001.8,Hyderabad,Online,8,69.09,0
51,1810.65,Bangalore,ATM,7,7.9,0
